point cloud with 30522 points in dimension 768
value range: [0.15424,2.89267]
 [0,0.599813)
 [0,0.600462)
 [0,0.600465)
 [0,0.600556)
 [0,0.60082)
 [0,0.600838)
 [0,0.60106)
 [0,0.601135)
 [0,0.601216)
 [0,0.601255)
 [0,0.601317)
 [0,0.601447)
 [0,0.601693)
 [0,0.601992)
 [0,0.602196)
 [0,0.602407)
 [0,0.602456)
 [0,0.602507)
 [0,0.602565)
 [0,0.602608)
 [0,0.602635)
 [0,0.602883)
 [0,0.60297)
 [0,0.602994)
 [0,0.603071)
 [0,0.603104)
 [0,0.603203)
 [0,0.603459)
 [0,0.603681)
 [0,0.603858)
 [0,0.604179)
 [0,0.604348)
 [0,0.604456)
 [0,0.604458)
 [0,0.6046)
 [0,0.6046)
 [0,0.604687)
 [0,0.60478)
 [0,0.60479)
 [0,0.604921)
 [0,0.604992)
 [0,0.605078)
 [0,0.605409)
 [0,0.605496)
 [0,0.605506)
 [0,0.605544)
 [0,0.60568)
 [0,0.605728)
 [0,0.606113)
 [0,0.606118)
 [0,0.606154)
 [0,0.606168)
 [0,0.606447)
 [0,0.606463)
 [0,0.606547)
 [0,0.606553)
 [0,0.606871)
 [0,0.606989)
 [0,0.607032)
 [0,0.607175)
 [0,0.607459)
 [0,0.607517)
 [0,0.607552)
 [0,0.607607)
 [0,0.607672)
 [0,0.607692)
 [0,0.607848)
 [0,0.607961)
 [0,0.608008)
 [0,0.608166)
 [0,0.608214)
 [0,0.608324)
 [0,0.608511)
 [0,0.608697)
 [0,0.608727)
 [0,0.608756)
 [0,0.608916)
 [0,0.609168)
 [0,0.609285)
 [0,0.609395)
 [0,0.609453)
 [0,0.609652)
 [0,0.609674)
 [0,0.609888)
 [0,0.610069)
 [0,0.610307)
 [0,0.610434)
 [0,0.610534)
 [0,0.610658)
 [0,0.610758)
 [0,0.610816)
 [0,0.610827)
 [0,0.610881)
 [0,0.611092)
 [0,0.611191)
 [0,0.611362)
 [0,0.611777)
 [0,0.611882)
 [0,0.61209)
 [0,0.612124)
 [0,0.612251)
 [0,0.612318)
 [0,0.612516)
 [0,0.612774)
 [0,0.612829)
 [0,0.612862)
 [0,0.612971)
 [0,0.613023)
 [0,0.613033)
 [0,0.613383)
 [0,0.613549)
 [0,0.613587)
 [0,0.613667)
 [0,0.613682)
 [0,0.613746)
 [0,0.613784)
 [0,0.613845)
 [0,0.614109)
 [0,0.614118)
 [0,0.614326)
 [0,0.614519)
 [0,0.614573)
 [0,0.614578)
 [0,0.614989)
 [0,0.615)
 [0,0.615056)
 [0,0.615139)
 [0,0.615449)
 [0,0.615813)
 [0,0.615955)
 [0,0.616017)
 [0,0.616186)
 [0,0.616254)
 [0,0.616367)
 [0,0.616604)
 [0,0.616744)
 [0,0.616876)
 [0,0.617165)
 [0,0.617182)
 [0,0.617504)
 [0,0.617904)
 [0,0.618136)
 [0,0.618177)
 [0,0.618277)
 [0,0.618364)
 [0,0.618668)
 [0,0.618903)
 [0,0.619295)
 [0,0.619445)
 [0,0.61974)
 [0,0.619814)
 [0,0.619834)
 [0,0.619938)
 [0,0.619963)
 [0,0.620476)
 [0,0.621242)
 [0,0.621319)
 [0,0.621609)
 [0,0.621796)
 [0,0.62187)
 [0,0.621893)
 [0,0.621893)
 [0,0.62235)
 [0,0.622439)
 [0,0.622501)
 [0,0.62254)
 [0,0.62256)
 [0,0.622607)
 [0,0.622892)
 [0,0.62313)
 [0,0.623243)
 [0,0.623262)
 [0,0.623273)
 [0,0.623304)
 [0,0.623374)
 [0,0.623873)
 [0,0.624036)
 [0,0.624117)
 [0,0.62423)
 [0,0.624576)
 [0,0.624724)
 [0,0.625186)
 [0,0.625219)
 [0,0.625435)
 [0,0.625923)
 [0,0.626378)
 [0,0.626439)
 [0,0.626874)
 [0,0.627023)
 [0,0.627316)
 [0,0.627633)
 [0,0.627926)
 [0,0.627946)
 [0,0.628033)
 [0,0.628067)
 [0,0.628362)
 [0,0.628389)
 [0,0.628454)
 [0,0.628462)
 [0,0.628516)
 [0,0.628595)
 [0,0.628635)
 [0,0.628929)
 [0,0.629029)
 [0,0.629524)
 [0,0.630085)
 [0,0.630168)
 [0,0.630292)
 [0,0.630334)
 [0,0.630435)
 [0,0.630546)
 [0,0.630607)
 [0,0.630833)
 [0,0.630878)
 [0,0.631318)
 [0,0.631496)
 [0,0.631676)
 [0,0.63173)
 [0,0.632289)
 [0,0.632332)
 [0,0.632836)
 [0,0.633001)
 [0,0.633603)
 [0,0.634345)
 [0,0.634476)
 [0,0.634589)
 [0,0.634665)
 [0,0.634696)
 [0,0.635086)
 [0,0.635221)
 [0,0.635241)
 [0,0.63551)
 [0,0.635568)
 [0,0.636015)
 [0,0.636476)
 [0,0.636744)
 [0,0.63719)
 [0,0.637231)
 [0,0.637319)
 [0,0.637348)
 [0,0.637401)
 [0,0.637404)
 [0,0.637496)
 [0,0.637979)
 [0,0.638101)
 [0,0.638216)
 [0,0.638799)
 [0,0.639536)
 [0,0.640047)
 [0,0.640213)
 [0,0.640297)
 [0,0.640436)
 [0,0.640622)
 [0,0.640769)
 [0,0.640774)
 [0,0.640806)
 [0,0.640958)
 [0,0.64097)
 [0,0.641057)
 [0,0.641082)
 [0,0.641321)
 [0,0.641397)
 [0,0.641477)
 [0,0.641664)
 [0,0.641692)
 [0,0.641927)
 [0,0.642234)
 [0,0.642358)
 [0,0.642393)
 [0,0.642668)
 [0,0.6427)
 [0,0.642974)
 [0,0.64315)
 [0,0.64325)
 [0,0.643303)
 [0,0.643306)
 [0,0.643467)
 [0,0.643547)
 [0,0.643825)
 [0,0.643854)
 [0,0.644819)
 [0,0.645284)
 [0,0.645324)
 [0,0.645409)
 [0,0.645638)
 [0,0.645979)
 [0,0.646124)
 [0,0.64621)
 [0,0.646427)
 [0,0.646545)
 [0,0.646645)
 [0,0.646665)
 [0,0.646858)
 [0,0.64688)
 [0,0.646932)
 [0,0.647011)
 [0,0.647054)
 [0,0.647318)
 [0,0.647529)
 [0,0.647986)
 [0,0.648082)
 [0,0.648185)
 [0,0.648754)
 [0,0.648866)
 [0,0.64902)
 [0,0.649396)
 [0,0.6494)
 [0,0.649636)
 [0,0.650312)
 [0,0.650677)
 [0,0.650743)
 [0,0.650858)
 [0,0.651083)
 [0,0.651089)
 [0,0.651093)
 [0,0.651189)
 [0,0.651314)
 [0,0.651433)
 [0,0.651629)
 [0,0.65189)
 [0,0.651907)
 [0,0.652047)
 [0,0.652133)
 [0,0.652356)
 [0,0.65237)
 [0,0.653263)
 [0,0.653524)
 [0,0.653552)
 [0,0.653788)
 [0,0.653894)
 [0,0.653923)
 [0,0.654522)
 [0,0.654524)
 [0,0.654533)
 [0,0.654834)
 [0,0.654851)
 [0,0.655035)
 [0,0.65532)
 [0,0.655464)
 [0,0.655567)
 [0,0.655681)
 [0,0.655811)
 [0,0.656264)
 [0,0.6563)
 [0,0.656392)
 [0,0.656479)
 [0,0.65657)
 [0,0.656591)
 [0,0.657161)
 [0,0.65728)
 [0,0.657537)
 [0,0.658169)
 [0,0.658172)
 [0,0.658348)
 [0,0.658349)
 [0,0.658507)
 [0,0.658516)
 [0,0.658894)
 [0,0.658988)
 [0,0.65909)
 [0,0.659245)
 [0,0.659689)
 [0,0.659791)
 [0,0.659812)
 [0,0.66004)
 [0,0.660044)
 [0,0.660589)
 [0,0.660721)
 [0,0.660774)
 [0,0.660932)
 [0,0.662013)
 [0,0.66251)
 [0,0.662608)
 [0,0.662757)
 [0,0.662867)
 [0,0.663238)
 [0,0.663343)
 [0,0.663447)
 [0,0.663512)
 [0,0.663544)
 [0,0.663574)
 [0,0.663628)
 [0,0.663997)
 [0,0.664455)
 [0,0.664593)
 [0,0.66479)
 [0,0.664796)
 [0,0.664825)
 [0,0.664914)
 [0,0.665191)
 [0,0.665294)
 [0,0.665394)
 [0,0.665448)
 [0,0.665461)
 [0,0.665538)
 [0,0.665578)
 [0,0.665945)
 [0,0.666042)
 [0,0.666463)
 [0,0.666662)
 [0,0.666666)
 [0,0.666813)
 [0,0.666927)
 [0,0.667073)
 [0,0.667193)
 [0,0.667448)
 [0,0.667481)
 [0,0.667541)
 [0,0.667553)
 [0,0.667556)
 [0,0.667589)
 [0,0.66759)
 [0,0.667732)
 [0,0.668208)
 [0,0.668216)
 [0,0.668288)
 [0,0.668329)
 [0,0.668383)
 [0,0.668514)
 [0,0.668547)
 [0,0.668557)
 [0,0.669119)
 [0,0.669407)
 [0,0.669408)
 [0,0.669444)
 [0,0.669665)
 [0,0.669698)
 [0,0.669748)
 [0,0.669784)
 [0,0.669803)
 [0,0.669816)
 [0,0.669839)
 [0,0.66984)
 [0,0.669878)
 [0,0.669942)
 [0,0.669944)
 [0,0.670178)
 [0,0.670225)
 [0,0.670385)
 [0,0.670601)
 [0,0.670647)
 [0,0.67068)
 [0,0.670699)
 [0,0.670799)
 [0,0.670811)
 [0,0.670956)
 [0,0.671052)
 [0,0.671056)
 [0,0.671324)
 [0,0.671746)
 [0,0.671837)
 [0,0.671841)
 [0,0.672081)
 [0,0.672229)
 [0,0.672245)
 [0,0.672273)
 [0,0.672278)
 [0,0.672367)
 [0,0.672514)
 [0,0.672693)
 [0,0.672806)
 [0,0.672821)
 [0,0.672918)
 [0,0.673149)
 [0,0.673194)
 [0,0.673348)
 [0,0.673359)
 [0,0.673395)
 [0,0.673555)
 [0,0.673664)
 [0,0.673735)
 [0,0.67375)
 [0,0.673981)
 [0,0.673999)
 [0,0.674095)
 [0,0.674203)
 [0,0.674318)
 [0,0.674411)
 [0,0.674589)
 [0,0.674672)
 [0,0.674761)
 [0,0.674809)
 [0,0.67485)
 [0,0.674973)
 [0,0.675045)
 [0,0.675309)
 [0,0.675416)
 [0,0.675432)
 [0,0.675487)
 [0,0.675526)
 [0,0.675746)
 [0,0.675789)
 [0,0.675809)
 [0,0.675943)
 [0,0.676021)
 [0,0.67603)
 [0,0.676068)
 [0,0.676103)
 [0,0.676211)
 [0,0.676374)
 [0,0.676512)
 [0,0.676569)
 [0,0.676589)
 [0,0.676724)
 [0,0.676781)
 [0,0.677078)
 [0,0.677131)
 [0,0.677286)
 [0,0.67749)
 [0,0.677491)
 [0,0.67753)
 [0,0.677565)
 [0,0.677586)
 [0,0.677774)
 [0,0.677871)
 [0,0.677903)
 [0,0.677924)
 [0,0.677952)
 [0,0.678041)
 [0,0.67844)
 [0,0.678452)
 [0,0.678632)
 [0,0.678685)
 [0,0.678961)
 [0,0.679091)
 [0,0.679309)
 [0,0.679457)
 [0,0.679514)
 [0,0.67952)
 [0,0.679595)
 [0,0.679653)
 [0,0.67966)
 [0,0.679871)
 [0,0.679934)
 [0,0.680508)
 [0,0.6808)
 [0,0.680887)
 [0,0.680915)
 [0,0.680944)
 [0,0.681129)
 [0,0.681353)
 [0,0.681359)
 [0,0.681441)
 [0,0.681633)
 [0,0.681938)
 [0,0.681993)
 [0,0.682147)
 [0,0.682152)
 [0,0.682162)
 [0,0.682175)
 [0,0.682263)
 [0,0.682274)
 [0,0.682355)
 [0,0.682465)
 [0,0.682482)
 [0,0.682599)
 [0,0.682725)
 [0,0.682727)
 [0,0.682878)
 [0,0.682931)
 [0,0.683062)
 [0,0.683243)
 [0,0.683289)
 [0,0.683401)
 [0,0.683557)
 [0,0.683637)
 [0,0.683745)
 [0,0.683783)
 [0,0.683784)
 [0,0.684001)
 [0,0.68408)
 [0,0.684157)
 [0,0.684221)
 [0,0.684247)
 [0,0.684264)
 [0,0.684328)
 [0,0.684426)
 [0,0.68447)
 [0,0.684673)
 [0,0.684762)
 [0,0.684826)
 [0,0.684832)
 [0,0.68485)
 [0,0.684926)
 [0,0.684955)
 [0,0.685136)
 [0,0.685505)
 [0,0.685598)
 [0,0.685628)
 [0,0.685752)
 [0,0.685759)
 [0,0.685912)
 [0,0.685943)
 [0,0.686001)
 [0,0.686028)
 [0,0.686233)
 [0,0.686276)
 [0,0.686353)
 [0,0.686735)
 [0,0.686758)
 [0,0.68692)
 [0,0.687056)
 [0,0.68715)
 [0,0.687159)
 [0,0.687249)
 [0,0.687415)
 [0,0.687492)
 [0,0.6881)
 [0,0.688115)
 [0,0.688181)
 [0,0.688198)
 [0,0.688268)
 [0,0.688553)
 [0,0.688784)
 [0,0.688805)
 [0,0.688848)
 [0,0.688884)
 [0,0.68967)
 [0,0.689805)
 [0,0.689971)
 [0,0.690688)
 [0,0.690734)
 [0,0.690749)
 [0,0.690762)
 [0,0.690767)
 [0,0.690819)
 [0,0.690821)
 [0,0.691075)
 [0,0.691159)
 [0,0.691383)
 [0,0.691489)
 [0,0.691493)
 [0,0.691615)
 [0,0.691754)
 [0,0.691793)
 [0,0.691825)
 [0,0.691873)
 [0,0.692026)
 [0,0.692129)
 [0,0.692539)
 [0,0.692674)
 [0,0.692679)
 [0,0.692877)
 [0,0.692986)
 [0,0.693055)
 [0,0.693074)
 [0,0.693302)
 [0,0.693304)
 [0,0.693334)
 [0,0.693359)
 [0,0.693368)
 [0,0.693522)
 [0,0.693535)
 [0,0.693596)
 [0,0.693641)
 [0,0.693871)
 [0,0.694018)
 [0,0.694314)
 [0,0.69451)
 [0,0.694783)
 [0,0.694803)
 [0,0.695034)
 [0,0.69508)
 [0,0.695489)
 [0,0.695522)
 [0,0.695759)
 [0,0.695764)
 [0,0.695807)
 [0,0.695906)
 [0,0.696045)
 [0,0.696148)
 [0,0.696211)
 [0,0.696367)
 [0,0.696538)
 [0,0.696786)
 [0,0.697205)
 [0,0.697236)
 [0,0.697663)
 [0,0.698022)
 [0,0.698099)
 [0,0.698156)
 [0,0.698184)
 [0,0.69822)
 [0,0.698382)
 [0,0.698389)
 [0,0.69858)
 [0,0.698615)
 [0,0.69866)
 [0,0.698667)
 [0,0.698704)
 [0,0.698753)
 [0,0.699095)
 [0,0.699457)
 [0,0.699529)
 [0,0.699669)
 [0,0.69979)
 [0,0.699859)
 [0,0.699881)
 [0,0.69991)
 [0,0.699986)
 [0,0.700653)
 [0,0.700815)
 [0,0.700952)
 [0,0.701108)
 [0,0.701149)
 [0,0.701151)
 [0,0.701225)
 [0,0.701348)
 [0,0.701396)
 [0,0.701579)
 [0,0.701664)
 [0,0.701799)
 [0,0.70186)
 [0,0.70197)
 [0,0.701979)
 [0,0.702098)
 [0,0.702402)
 [0,0.702631)
 [0,0.702665)
 [0,0.702722)
 [0,0.70319)
 [0,0.703315)
 [0,0.703345)
 [0,0.703388)
 [0,0.70339)
 [0,0.703572)
 [0,0.703882)
 [0,0.703893)
 [0,0.7045)
 [0,0.704554)
 [0,0.704593)
 [0,0.704773)
 [0,0.704807)
 [0,0.704952)
 [0,0.70502)
 [0,0.705078)
 [0,0.705329)
 [0,0.705332)
 [0,0.705361)
 [0,0.705378)
 [0,0.705399)
 [0,0.705509)
 [0,0.705674)
 [0,0.705868)
 [0,0.706005)
 [0,0.706068)
 [0,0.706154)
 [0,0.706417)
 [0,0.70646)
 [0,0.706579)
 [0,0.706681)
 [0,0.706898)
 [0,0.706942)
 [0,0.706977)
 [0,0.706992)
 [0,0.707166)
 [0,0.707178)
 [0,0.707182)
 [0,0.707516)
 [0,0.707537)
 [0,0.70784)
 [0,0.707938)
 [0,0.708017)
 [0,0.708099)
 [0,0.708253)
 [0,0.708351)
 [0,0.70848)
 [0,0.708541)
 [0,0.70857)
 [0,0.708685)
 [0,0.70869)
 [0,0.708786)
 [0,0.708834)
 [0,0.708882)
 [0,0.708891)
 [0,0.708926)
 [0,0.708975)
 [0,0.708994)
 [0,0.709002)
 [0,0.709044)
 [0,0.709083)
 [0,0.709176)
 [0,0.709275)
 [0,0.70933)
 [0,0.709383)
 [0,0.709442)
 [0,0.709446)
 [0,0.709495)
 [0,0.709586)
 [0,0.709635)
 [0,0.709657)
 [0,0.709732)
 [0,0.709865)
 [0,0.709906)
 [0,0.709932)
 [0,0.709942)
 [0,0.709946)
 [0,0.710052)
 [0,0.71006)
 [0,0.710097)
 [0,0.710218)
 [0,0.71034)
 [0,0.710341)
 [0,0.710463)
 [0,0.710664)
 [0,0.710795)
 [0,0.710853)
 [0,0.710962)
 [0,0.711028)
 [0,0.71106)
 [0,0.71115)
 [0,0.711253)
 [0,0.711365)
 [0,0.711556)
 [0,0.711776)
 [0,0.711777)
 [0,0.711797)
 [0,0.711867)
 [0,0.711949)
 [0,0.712012)
 [0,0.712114)
 [0,0.712144)
 [0,0.712198)
 [0,0.712258)
 [0,0.712335)
 [0,0.712611)
 [0,0.712704)
 [0,0.712736)
 [0,0.712738)
 [0,0.71276)
 [0,0.71294)
 [0,0.712997)
 [0,0.713048)
 [0,0.713121)
 [0,0.713143)
 [0,0.713195)
 [0,0.713235)
 [0,0.713271)
 [0,0.713323)
 [0,0.713336)
 [0,0.713414)
 [0,0.713556)
 [0,0.713902)
 [0,0.713924)
 [0,0.71404)
 [0,0.714214)
 [0,0.714217)
 [0,0.714272)
 [0,0.714282)
 [0,0.714292)
 [0,0.714307)
 [0,0.714358)
 [0,0.7144)
 [0,0.714501)
 [0,0.714546)
 [0,0.714592)
 [0,0.714671)
 [0,0.714783)
 [0,0.714818)
 [0,0.714826)
 [0,0.714915)
 [0,0.715045)
 [0,0.715155)
 [0,0.715297)
 [0,0.715305)
 [0,0.715333)
 [0,0.715422)
 [0,0.715422)
 [0,0.715494)
 [0,0.715586)
 [0,0.715718)
 [0,0.715796)
 [0,0.715798)
 [0,0.715814)
 [0,0.715957)
 [0,0.715965)
 [0,0.716058)
 [0,0.716072)
 [0,0.716343)
 [0,0.716372)
 [0,0.716387)
 [0,0.716431)
 [0,0.71651)
 [0,0.716627)
 [0,0.717003)
 [0,0.717225)
 [0,0.717252)
 [0,0.717328)
 [0,0.717599)
 [0,0.717624)
 [0,0.717642)
 [0,0.717668)
 [0,0.717708)
 [0,0.717894)
 [0,0.718014)
 [0,0.718027)
 [0,0.718171)
 [0,0.718173)
 [0,0.718289)
 [0,0.718303)
 [0,0.718311)
 [0,0.718414)
 [0,0.718654)
 [0,0.718864)
 [0,0.718962)
 [0,0.71902)
 [0,0.719064)
 [0,0.719091)
 [0,0.719148)
 [0,0.719337)
 [0,0.71941)
 [0,0.719464)
 [0,0.719472)
 [0,0.719594)
 [0,0.719653)
 [0,0.719683)
 [0,0.719871)
 [0,0.719883)
 [0,0.720015)
 [0,0.720085)
 [0,0.720103)
 [0,0.720213)
 [0,0.720305)
 [0,0.720324)
 [0,0.720482)
 [0,0.720591)
 [0,0.720693)
 [0,0.720704)
 [0,0.720761)
 [0,0.720837)
 [0,0.720902)
 [0,0.720903)
 [0,0.720951)
 [0,0.721057)
 [0,0.721078)
 [0,0.7211)
 [0,0.721154)
 [0,0.721172)
 [0,0.721831)
 [0,0.721928)
 [0,0.721979)
 [0,0.722018)
 [0,0.722055)
 [0,0.722178)
 [0,0.722255)
 [0,0.722538)
 [0,0.722759)
 [0,0.722762)
 [0,0.722912)
 [0,0.722947)
 [0,0.722972)
 [0,0.722975)
 [0,0.723131)
 [0,0.723153)
 [0,0.723235)
 [0,0.723289)
 [0,0.723567)
 [0,0.723654)
 [0,0.723777)
 [0,0.72392)
 [0,0.723929)
 [0,0.723957)
 [0,0.724095)
 [0,0.724188)
 [0,0.724527)
 [0,0.724553)
 [0,0.724615)
 [0,0.724631)
 [0,0.724688)
 [0,0.724886)
 [0,0.724888)
 [0,0.724938)
 [0,0.725135)
 [0,0.725227)
 [0,0.72562)
 [0,0.725746)
 [0,0.725768)
 [0,0.725851)
 [0,0.725981)
 [0,0.726)
 [0,0.726015)
 [0,0.726216)
 [0,0.726219)
 [0,0.72624)
 [0,0.726322)
 [0,0.726425)
 [0,0.726569)
 [0,0.726627)
 [0,0.726722)
 [0,0.726853)
 [0,0.727011)
 [0,0.727029)
 [0,0.727059)
 [0,0.727251)
 [0,0.727372)
 [0,0.727503)
 [0,0.727741)
 [0,0.727785)
 [0,0.72786)
 [0,0.727896)
 [0,0.72792)
 [0,0.727965)
 [0,0.728)
 [0,0.728021)
 [0,0.728176)
 [0,0.728272)
 [0,0.728307)
 [0,0.728319)
 [0,0.728732)
 [0,0.728794)
 [0,0.728909)
 [0,0.728931)
 [0,0.728993)
 [0,0.72906)
 [0,0.72937)
 [0,0.729439)
 [0,0.729506)
 [0,0.729548)
 [0,0.729615)
 [0,0.729809)
 [0,0.729842)
 [0,0.729843)
 [0,0.72986)
 [0,0.729894)
 [0,0.729934)
 [0,0.729941)
 [0,0.730002)
 [0,0.730024)
 [0,0.730156)
 [0,0.730397)
 [0,0.730511)
 [0,0.730546)
 [0,0.73067)
 [0,0.730688)
 [0,0.73081)
 [0,0.730952)
 [0,0.731016)
 [0,0.73102)
 [0,0.731054)
 [0,0.73117)
 [0,0.731369)
 [0,0.731419)
 [0,0.731446)
 [0,0.731535)
 [0,0.73154)
 [0,0.731605)
 [0,0.731724)
 [0,0.731915)
 [0,0.731954)
 [0,0.732106)
 [0,0.732213)
 [0,0.732347)
 [0,0.732359)
 [0,0.732402)
 [0,0.732415)
 [0,0.732452)
 [0,0.732469)
 [0,0.732481)
 [0,0.732582)
 [0,0.732591)
 [0,0.73265)
 [0,0.732665)
 [0,0.732666)
 [0,0.732865)
 [0,0.7329)
 [0,0.732945)
 [0,0.733086)
 [0,0.733117)
 [0,0.733123)
 [0,0.733151)
 [0,0.733224)
 [0,0.733233)
 [0,0.733384)
 [0,0.733387)
 [0,0.733458)
 [0,0.733476)
 [0,0.733541)
 [0,0.733664)
 [0,0.733904)
 [0,0.733925)
 [0,0.733926)
 [0,0.733935)
 [0,0.733962)
 [0,0.734102)
 [0,0.734139)
 [0,0.734226)
 [0,0.734271)
 [0,0.734327)
 [0,0.734373)
 [0,0.734406)
 [0,0.734413)
 [0,0.73442)
 [0,0.734493)
 [0,0.734673)
 [0,0.734674)
 [0,0.734688)
 [0,0.734789)
 [0,0.734833)
 [0,0.734835)
 [0,0.734913)
 [0,0.734972)
 [0,0.734993)
 [0,0.73505)
 [0,0.735387)
 [0,0.73541)
 [0,0.735508)
 [0,0.735638)
 [0,0.735668)
 [0,0.735686)
 [0,0.735688)
 [0,0.735795)
 [0,0.735824)
 [0,0.735835)
 [0,0.736018)
 [0,0.736078)
 [0,0.736103)
 [0,0.736214)
 [0,0.736259)
 [0,0.736318)
 [0,0.736383)
 [0,0.736433)
 [0,0.736451)
 [0,0.736544)
 [0,0.736547)
 [0,0.736609)
 [0,0.73692)
 [0,0.737014)
 [0,0.737046)
 [0,0.737071)
 [0,0.737106)
 [0,0.737472)
 [0,0.737561)
 [0,0.737606)
 [0,0.737759)
 [0,0.737893)
 [0,0.7379)
 [0,0.737949)
 [0,0.738007)
 [0,0.738068)
 [0,0.738131)
 [0,0.738198)
 [0,0.738336)
 [0,0.738347)
 [0,0.738364)
 [0,0.738418)
 [0,0.738511)
 [0,0.738529)
 [0,0.738596)
 [0,0.738666)
 [0,0.738715)
 [0,0.738744)
 [0,0.738771)
 [0,0.738901)
 [0,0.739161)
 [0,0.739168)
 [0,0.7392)
 [0,0.739256)
 [0,0.739283)
 [0,0.739299)
 [0,0.739312)
 [0,0.739388)
 [0,0.739509)
 [0,0.739635)
 [0,0.739799)
 [0,0.739817)
 [0,0.739819)
 [0,0.739901)
 [0,0.739947)
 [0,0.739953)
 [0,0.739967)
 [0,0.740084)
 [0,0.740201)
 [0,0.74032)
 [0,0.740336)
 [0,0.74048)
 [0,0.74069)
 [0,0.740975)
 [0,0.741056)
 [0,0.741068)
 [0,0.741131)
 [0,0.741183)
 [0,0.741186)
 [0,0.741211)
 [0,0.741338)
 [0,0.741377)
 [0,0.741758)
 [0,0.74183)
 [0,0.741902)
 [0,0.741948)
 [0,0.741952)
 [0,0.742051)
 [0,0.742091)
 [0,0.742104)
 [0,0.742138)
 [0,0.742244)
 [0,0.742247)
 [0,0.742313)
 [0,0.742391)
 [0,0.742456)
 [0,0.742478)
 [0,0.742533)
 [0,0.742539)
 [0,0.742595)
 [0,0.742605)
 [0,0.742657)
 [0,0.742661)
 [0,0.742697)
 [0,0.742708)
 [0,0.742763)
 [0,0.742764)
 [0,0.742832)
 [0,0.742905)
 [0,0.742921)
 [0,0.742928)
 [0,0.743076)
 [0,0.743119)
 [0,0.743159)
 [0,0.743202)
 [0,0.743275)
 [0,0.743297)
 [0,0.743399)
 [0,0.743422)
 [0,0.743453)
 [0,0.743455)
 [0,0.743613)
 [0,0.743617)
 [0,0.743677)
 [0,0.743709)
 [0,0.743829)
 [0,0.743867)
 [0,0.743909)
 [0,0.743924)
 [0,0.744093)
 [0,0.744104)
 [0,0.744105)
 [0,0.744141)
 [0,0.744142)
 [0,0.744179)
 [0,0.744204)
 [0,0.744237)
 [0,0.744241)
 [0,0.744338)
 [0,0.744339)
 [0,0.744371)
 [0,0.744641)
 [0,0.744675)
 [0,0.744676)
 [0,0.744679)
 [0,0.744701)
 [0,0.74477)
 [0,0.744855)
 [0,0.745082)
 [0,0.745186)
 [0,0.745346)
 [0,0.745518)
 [0,0.745542)
 [0,0.745775)
 [0,0.74581)
 [0,0.745906)
 [0,0.746021)
 [0,0.746027)
 [0,0.746046)
 [0,0.746128)
 [0,0.746204)
 [0,0.746337)
 [0,0.746361)
 [0,0.746622)
 [0,0.746623)
 [0,0.746736)
 [0,0.746761)
 [0,0.746762)
 [0,0.746766)
 [0,0.746897)
 [0,0.746969)
 [0,0.746976)
 [0,0.747018)
 [0,0.747091)
 [0,0.747096)
 [0,0.74712)
 [0,0.747188)
 [0,0.747275)
 [0,0.747391)
 [0,0.747409)
 [0,0.747536)
 [0,0.747596)
 [0,0.747928)
 [0,0.747938)
 [0,0.748086)
 [0,0.748101)
 [0,0.748128)
 [0,0.748278)
 [0,0.748353)
 [0,0.748419)
 [0,0.748435)
 [0,0.748637)
 [0,0.748664)
 [0,0.748672)
 [0,0.748734)
 [0,0.748764)
 [0,0.748789)
 [0,0.748789)
 [0,0.748802)
 [0,0.748844)
 [0,0.748847)
 [0,0.74896)
 [0,0.748995)
 [0,0.749108)
 [0,0.749108)
 [0,0.749124)
 [0,0.749152)
 [0,0.749185)
 [0,0.749234)
 [0,0.749302)
 [0,0.74933)
 [0,0.749346)
 [0,0.749376)
 [0,0.749449)
 [0,0.749465)
 [0,0.749649)
 [0,0.749709)
 [0,0.749734)
 [0,0.749735)
 [0,0.749806)
 [0,0.749819)
 [0,0.750023)
 [0,0.750105)
 [0,0.750148)
 [0,0.75053)
 [0,0.750612)
 [0,0.750647)
 [0,0.750896)
 [0,0.75102)
 [0,0.751036)
 [0,0.751039)
 [0,0.751134)
 [0,0.75128)
 [0,0.75159)
 [0,0.751621)
 [0,0.751644)
 [0,0.751698)
 [0,0.751798)
 [0,0.751926)
 [0,0.751959)
 [0,0.751985)
 [0,0.752022)
 [0,0.752105)
 [0,0.752106)
 [0,0.752135)
 [0,0.752182)
 [0,0.752259)
 [0,0.752449)
 [0,0.752557)
 [0,0.75256)
 [0,0.75261)
 [0,0.752667)
 [0,0.752727)
 [0,0.75274)
 [0,0.752892)
 [0,0.75303)
 [0,0.753043)
 [0,0.753285)
 [0,0.753352)
 [0,0.753377)
 [0,0.753398)
 [0,0.75348)
 [0,0.753654)
 [0,0.7537)
 [0,0.753815)
 [0,0.753851)
 [0,0.753873)
 [0,0.753943)
 [0,0.753994)
 [0,0.754016)
 [0,0.754129)
 [0,0.754139)
 [0,0.754162)
 [0,0.754168)
 [0,0.754174)
 [0,0.754231)
 [0,0.754495)
 [0,0.75451)
 [0,0.754516)
 [0,0.75454)
 [0,0.754595)
 [0,0.754747)
 [0,0.754812)
 [0,0.754853)
 [0,0.754863)
 [0,0.754868)
 [0,0.754968)
 [0,0.754974)
 [0,0.754995)
 [0,0.755161)
 [0,0.755166)
 [0,0.755288)
 [0,0.755308)
 [0,0.755365)
